product,revenue,units,kg,n_invoices,rank,cum_pct_revenue,abc_class,volume_tier
Sandrivier Voortrekker Boerewors p/kg,979.4999999999999,8.0,10.459999999999999,7,824,99.64565371191877,C,Low Volume
Soft Drink Schweppes Lemonade 1Lt,977.73,60.0,60.0,33,825,99.64805621064954,C,High Volume
Beef Biltong p/kg,972.05,17.0,3.01,12,826,99.65044475236479,C,Low Volume
Combo Deal 6,965.13,10.0,0.0,9,827,99.65281629011042,C,Low Volume
Prego Sosaties p/kg,950.39,3.0,7.04,3,828,99.65515160841788,C,Low Volume
Combo Deal 11,947.72,13.0,0.0,8,829,99.65748036594515,C,Low Volume
Frio Gold Russian 1kg,943.3599999999999,16.0,16.0,12,830,99.65979840998867,C,Low Volume
Eskort Creamy Mayo Sauce 12 x 500g,938.9,2.0,12.0,2,831,99.66210549482632,C,Low Volume
Bonaqua Berry 750ml,936.13,67.0,50.25,32,832,99.6644057731617,C,High Volume
Tinkies - Strawberry Tingle 45g,929.56,107.0,5.0,51,833,99.66668990755483,C,Low Volume
MCC DICED CARROTS 1Kg,924.75,49.0,25.0,11,834,99.66896222271473,C,Low Volume
Spare Wide Belly Ribs per kg RW,924.51,9.0,8.17,4,835,99.67123394814156,C,Low Volume
Soft Drink Lemon Twist 440ml,917.5,66.0,29.04,53,836,99.67348844844891,C,High Volume
CREAMLINE DAIRY BLEND 1L,900.3299999999999,74.0,74.0,39,837,99.67570075827092,C,High Volume
Gouda Flavoured Full Cream Processed Cheese 200g,898.92,24.0,4.4,21,838,99.67790960341128,C,Low Volume
Tropika Juice Orange 500ml,898.6400000000001,47.0,23.5,43,839,99.68011776052974,C,Low Volume
Pork Fat Belly,893.46,35.0,46.13,32,840,99.68231318924319,C,High Volume
Eskort Pork Rump Steak VSP p/kg,892.03,2.0,9.1,2,841,99.68450510413055,C,Low Volume
Kassler Chops BL p/kg,876.39,2.0,6.38,2,842,99.68665858808079,C,Low Volume
Risi Marie 3-pack 150g,876.24,36.0,5.3999999999999995,35,843,99.68881170344788,C,Low Volume
Eskort BBQ Spiced Espetada P/Kg,862.67,9.0,6.77,8,844,99.69093147432541,C,Low Volume
Eskort Deli Crumbed Pork Frikkadels 1Kg,860.77,10.0,10.0,8,845,99.69304657648296,C,Low Volume
Peppadew Splash On Sauce-Mild 125ml,856.4000000000001,27.0,3.49,24,846,99.69515094058454,C,Low Volume
Ground Meat Combo,852.06,11.0,0.0,11,847,99.69724464034681,C,Low Volume
Eskort Crumbed Pork Pieces 1.5kg,834.72,6.0,9.0,4,848,99.69929573189616,C,Low Volume
Eskort Porchetta Wrapped with Bacon P/Kg,832.8399999999999,7.0,5.9,5,849,99.70134220386997,C,Low Volume
2 x RUSSIAN & CHIPS,829.04,53.0,0.0,36,850,99.70337933840379,C,Low Volume
Sauce-a-licious Peri Peri 500ml,818.14,26.0,13.0,22,851,99.70538968922827,C,Low Volume
Nandos - SACHETS P/PERI HOT New 25G,807.39,155.0,4.0200000000000005,57,852,99.7073736249265,C,Low Volume
Switch Ginger Pine Limited Edition 500ml,802.4200000000001,71.0,35.5,58,853,99.70934534823617,C,High Volume
Crown National Peri Peri M/Club 375ml,799.77,23.0,8.68,16,854,99.71131055991007,C,Low Volume
Frio Footlong Gold Russian 700g,795.45,21.0,14.7,15,855,99.71326515638907,C,Low Volume
Any 4 Combo Deal - ASST Bacon,791.23,7.0,0.0,4,856,99.71520938339525,C,Low Volume
CHIP 'N DIP CREAM CHEESE & CHIVES 250ml,782.39,30.0,7.5,25,857,99.7171318885674,C,Low Volume
Soft Drink Coke Zero 440ml,773.72,68.0,68.0,49,858,99.71903308963311,C,High Volume
Sliced French Polony 180g,772.55,53.0,9.54,40,859,99.72093141575019,C,Low Volume
Combo Deal 17,765.02,22.0,0.0,7,860,99.72281123899283,C,Low Volume
Sliced Cooked Gammon 125g,752.28,35.0,4.41,10,861,99.72465975723938,C,Low Volume
7 Up 6 X 2Lt Sugar Free,747.73,9.0,108.0,8,862,99.72649709513017,C,High Volume
RTE Pork Frikkadels 160g,747.49,36.0,0.64,22,863,99.72833384328791,C,Low Volume
Liver Spread 100g,727.18,84.0,8.4,60,864,99.73012068528627,C,Low Volume
Tinkies - Vanilla Whizz 45g,721.06,83.0,3.88,43,865,99.73189248909185,C,Low Volume
Reboost Dry Lemon Burst 500ml,719.52,69.0,34.5,49,866,99.733660508777,C,High Volume
Frio Smokie 500g,717.17,28.0,14.0,23,867,99.73542275399272,C,Low Volume
Deboned Lemon & Herb Thighs 1Kg,712.95,9.0,9.0,9,868,99.73717462973563,C,Low Volume
Tasty Treats Deep Sea Bites Curry 180g,711.76,39.0,7.02,31,869,99.73892358138549,C,Low Volume
MCC HAWAIIAN MIX 1Kg,704.85,15.0,15.0,14,870,99.74065555363795,C,Low Volume
CHIP 'N DIP CREAMY PERI PERI 250ml,702.41,28.0,7.0,24,871,99.74238153027105,C,Low Volume
Deli Mini Cheese Griller 6 x 1kg,698.0,2.0,12.0,1,872,99.74409667055934,C,Low Volume
BOX Combo Deal Buy All 3,695.64,2.0,0.0,2,873,99.745806011806,C,Low Volume
Crumbed 1Kg Combo,695.6,4.0,0.0,4,874,99.7475152547638,C,Low Volume
Chicken Spice Refill Box,694.22,47.0,2.35,44,875,99.74922110675656,C,Low Volume
Onions 2Kg,689.6999999999999,30.0,60.0,17,876,99.75091585211021,C,High Volume
De Vries Choice Assortments 200g,688.5600000000001,24.0,4.800000000000001,24,877,99.75260779623187,C,Low Volume
RTE Combo 10: 3 x Viennas & Chips 200g,688.5,24.0,0.0,13,878,99.75429959292026,C,Low Volume
Value Add Special 2 P/Kg,679.83,31.0,19.54,5,879,99.7559700855022,C,Low Volume
Risi Shortbread biscuits 180g,679.51,46.0,8.28,35,880,99.75763979177341,C,Low Volume
Eskort Econo Chilli Russians 4 x 3kg,678.23,1.0,12.0,1,881,99.75930635280167,C,Low Volume
Supreme Crumbed Pops 8 x 1Kg,678.19,1.0,8.0,1,882,99.76097281554111,C,Low Volume
Tropika pineapple orange LL 1L,678.0799999999999,26.0,26.0,24,883,99.76263900798622,C,Low Volume
Tropika mango & peach LL 1L,678.0799999999999,26.0,26.0,24,884,99.76430520043134,C,Low Volume
Peppadew Vegetable Atchar -Hot 400g,675.57,21.0,8.4,21,885,99.76596522525163,C,Low Volume
Jalapeno Pork Sausages 375g,674.67,20.0,7.58,18,886,99.767623038573,C,Low Volume
Trotters P/Kg (RP),674.45,27.0,25.76,19,887,99.76928031130575,C,Low Volume
CCrunch Assorted Biscuit Selection 500g,669.46,11.0,11.0,10,888,99.77092532250548,C,Low Volume
SPRINGROLL VEG 12s,669.44,14.0,4.34,5,889,99.77257028456079,C,Low Volume
Eskort Polony 500g,662.17,41.0,20.5,34,890,99.7741973826191,C,Low Volume
Casual Day NCPD Sticker,660.0,33.0,0.0,7,891,99.77581914850776,C,Low Volume
Bonaqua Peach 750ml,656.97,42.0,31.5,26,892,99.77743346901666,C,High Volume
De Vries Choice Assortments 800g,652.14,6.0,4.800000000000001,6,893,99.77903592114791,C,Low Volume
C&B Mayonnaise 750g,652.05,15.0,11.25,13,894,99.78063815212926,C,Low Volume
Tropika orange juice LL 1L,652.0,25.0,25.0,24,895,99.78224026024957,C,Low Volume
Tropika tropical juice LL 1L,652.0,25.0,25.0,24,896,99.78384236836987,C,Low Volume
Soft Drink Lemon Twist 2 Lt,651.9,30.0,60.0,25,897,99.78544423076808,C,High Volume
Deboned Jalapeno Thighs 1Kg,643.4,8.0,8.0,7,898,99.7870252067874,C,Low Volume
Nandos - SACHETS P/PERI MEDIUM New 25g,640.8,123.0,3.3200000000000003,66,899,99.78859979403202,C,Low Volume
Tropika Juice Mango & Peach 500ml,630.96,33.0,16.5,29,900,99.79015020222157,C,Low Volume
Nandos - SEASONKE SPICE 200g,630.1700000000001,29.0,5.800000000000001,24,901,99.79169866920651,C,Low Volume
Krush Juice 100% Apple 1Lt,630.17,29.0,29.0,25,902,99.79324713619144,C,High Volume
Eskort Bacon Spread 100g,629.0,51.0,4.9,41,903,99.79479272822775,C,Low Volume
Crown national BBQ M/Club 375ml,625.86,18.0,6.84,18,904,99.79633060458998,C,Low Volume
Liverspread Combo Deal,625.75,36.0,0.0,27,905,99.7978682106579,C,Low Volume
Risi Lemon Creams 175g,625.52,48.0,8.24,38,906,99.79940525156499,C,Low Volume
VALUE KOTA,624.79,43.0,0.0,17,907,99.80094049870071,C,Low Volume
Peppadew Mango Atchar- Mild 400g,616.44,19.0,7.6000000000000005,18,908,99.8024552280407,C,Low Volume
Nou Gaan Ons Braai Basting Sauce 750ml,609.48,13.0,0.0,8,909,99.80395285512223,C,Low Volume
Chilli Bacon & Cheese p/kg,606.36,9.0,5.2299999999999995,9,910,99.80544281567411,C,Low Volume
Mageu creamy vannila 500ml,595.97,45.0,22.5,40,911,99.80690724569936,C,Low Volume
Pickled Eisbein p/kg,593.24,9.0,11.26,6,912,99.80836496751117,C,Low Volume
Ham & Tongue Loaf 2.5kg,590.55,3.0,7.5,3,913,99.80981607939835,C,Low Volume
Minced Bacon 500g,579.06,24.0,12.0,19,914,99.81123895781575,C,Low Volume
RTE: Sandwich - Bacon and Cheese,578.99,18.0,0.0,7,915,99.81266166422769,C,Low Volume
C&B Kasi Magic Cheese Sauce 330g,578.15,19.0,6.2700000000000005,17,916,99.81408230657394,C,Low Volume
Supreme Wings 5kg,573.9,2.0,10.0,1,917,99.81549250573075,C,Low Volume
Caurse Salt 110g grinders,573.78,21.0,2.31,20,918,99.81690241002104,C,Low Volume
Mediterranean Pork Sausages 375g,572.9399999999999,25.0,9.46,19,919,99.81831025024566,C,Low Volume
Frio Gold Cheese Russian 500g,564.46,25.0,12.5,7,920,99.81969725323582,C,Low Volume
Maynards Mini Wine Gums 75g,561.4200000000001,34.0,2.64,24,921,99.82107678627402,C,Low Volume
Smoked Gammon (F) P/Kg UP,551.01,5.0,8.45,5,922,99.82243073964115,C,Low Volume
EDFP - Snack Platter Combo,547.75,7.0,0.0,7,923,99.82377668246768,C,Low Volume
Marinated Pulled Pork 500g,547.75,7.0,3.5,6,924,99.82512262529421,C,Low Volume
Eskort Cheesy Pork Schnitzels 525g,547.75,15.0,7.800000000000001,15,925,99.82646856812075,C,Low Volume
Tasty Treats cream lemon tray 80g,547.13,90.0,7.2,59,926,99.82781298747024,C,Low Volume
Pickled Eisbein P/Kg UP,542.79,2.0,11.35,2,927,99.82914674248039,C,Low Volume
Eskort Mini Frikkadels with Arrabiata Sauce 8x600g,542.56,1.0,4.8,1,928,99.83047993232971,C,Low Volume
Nou Gaan Ons Braai Sticky Chicken Sauce 750ml,539.03,15.0,0.0,11,929,99.83180444818875,C,Low Volume
TT Saltee Black pepper&Roasted Onion 200g,538.8199999999999,31.0,6.2,24,930,99.83312844803136,C,Low Volume
Mini Ham 500g Promo,521.7,6.0,0.0,5,931,99.83441038024972,C,Low Volume
Nandos - PERI PERI MEDIUM 250ML,521.64,12.0,3.0,10,932,99.8356921650348,C,Low Volume
Nandos - PERINAISE SQUEEZE ORIG 265G,521.64,12.0,3.13,11,933,99.83697394981989,C,Low Volume
RISI CHOICE ASSORTMENT 500GR,521.64,12.0,6.0,11,934,99.83825573460499,C,Low Volume
Powerplay 440ml,521.4399999999999,30.0,30.0,26,935,99.83953702794587,C,High Volume
Tropika Juice Tropical 500ml,516.24,27.0,13.5,24,936,99.84080554373732,C,Low Volume
Soft Drink Coke Light 440ml,514.36,37.0,16.28,29,937,99.84206943995322,C,Low Volume
TT-Custard Flavour Filled Biscuits 80g,510.69,84.0,6.72,62,938,99.84332431816787,C,Low Volume
Tasty Treats Cracker Mix 200g,500.64,24.0,4.800000000000001,18,939,99.84455450131105,C,Low Volume
Eskort Deli Prime Cut Bacon 1 kg,499.95000000000005,5.0,5.0,3,940,99.8457829889717,C,Low Volume
Kassler Chops BI p/kg,499.75,5.0,5.22,5,941,99.84701098518815,C,Low Volume
Sogood Instant Yellow Curry 100g,496.98,35.0,3.5,31,942,99.84823217490231,C,Low Volume
6 Pork Loin Steaks in Creamy Pepper Marinade P/Kg,489.79,4.0,5.37,4,943,99.84943569719717,C,Low Volume
Breakfast Hamper Combo,486.95,1.0,0.0,1,944,99.85063224098425,C,Low Volume
Crown National Monkey Gland M/Club 375ml,486.79,14.0,5.3100000000000005,13,945,99.85182839161598,C,Low Volume
RISI MARIE 150 GR,486.53999999999996,56.0,8.4,44,946,99.85302392794244,C,Low Volume
Eskort Mini Frikkadels BBQ Sauce 12 x 450g,479.88,1.0,5.4,1,947,99.85420309917676,C,Low Volume
Mageu Cream 1litre,479.76,24.0,24.0,23,948,99.85538197554456,C,Low Volume
Clover Gouda VP 550g,478.2,5.0,2.75,5,949,99.85655701864752,C,Low Volume
Col.Spray & Cook Original 300ml,478.16999999999996,11.0,3.3,10,950,99.85773198803386,C,Low Volume
Legacy Springboks Doypack 200g,474.46,42.0,8.4,24,951,99.85889784113013,C,Low Volume
Tasty Treats Cracker Mix 400g,469.44,12.0,4.800000000000001,10,952,99.86005135897673,C,Low Volume
Eskort Creamy Pepper Sauce 12 x 500ml,469.44,1.0,6.0,1,953,99.86120487682335,C,Low Volume
Eskort Chutney Sauce 12 x 500ml,469.44,1.0,6.0,1,954,99.86235839466997,C,Low Volume
Eskort Chillinaise Sauce 12 x 500ml,469.44,1.0,6.0,1,955,99.86351191251657,C,Low Volume
Eskort Prego Sauce 12 x 500ml,469.44,1.0,6.0,1,956,99.8646654303632,C,Low Volume
Eskort Mustard Sauce 12 x 500g,469.44,1.0,6.0,1,957,99.86581894820982,C,Low Volume
Eskort Tomato Sauce 12 x 500g,469.44,1.0,6.0,1,958,99.86697246605642,C,Low Volume
Eskort Honey Mustard Sauce 12 x 500ml,469.44,1.0,6.0,1,959,99.86812598390304,C,Low Volume
Qualifresh Crushed Garlic Tub - 250g,469.4,20.0,7.0,19,960,99.86927940346082,C,Low Volume
Sauce-a-licious Sweet Chilli 500ml,458.15000000000003,14.0,7.0,9,961,99.87040517928186,C,Low Volume
Krush Juice 100% Red Grape 500ml,456.33,21.0,10.5,20,962,99.87152648296059,C,Low Volume
Tasty Chocolate Flavoured Filled Biscuits 80g,449.89,74.0,5.92,57,963,99.87263196213583,C,Low Volume
Tasty Treats Mango Flavoured Filled Biscuits 80g,437.67,72.0,5.76,44,964,99.8737074140699,C,Low Volume
RTE: Rib Burger,434.79999999999995,20.0,4.0,14,965,99.87477581377956,C,Low Volume
RTE: South African Platter,434.77,1.0,0.0,1,966,99.87584413977262,C,Low Volume
Eskort Deli Catering Bacon 1kg,434.75,5.0,5.0,5,967,99.87691241662124,C,Low Volume
Braai Wors Combo Deal,434.74,5.0,0.0,2,968,99.87798066889766,C,Low Volume
Eskort Mustard Belly Bites P/Kg,433.26,6.0,3.47,3,969,99.87904528448693,C,Low Volume
Tasty Treats Orange Flavoured Filled Biscuits 80g,431.63,71.0,5.68,49,970,99.88010589480592,C,Low Volume
Combo Deal 9,430.36,9.0,0.0,5,971,99.88116338445415,C,Low Volume
MCC BUTTERNUT CHUNKS 1Kg,429.90000000000003,10.0,10.0,10,972,99.88221974378072,C,Low Volume
Nandos - SACHETS P/PERI MILD New 25g,427.19,82.0,2.22,49,973,99.88326944403825,C,Low Volume
Loin Ribs Packed Butchery per kg RW,420.49,7.0,3.7199999999999998,3,974,99.8843026809148,C,Low Volume
Eskort Deli Streaky Bacon 1kg,417.36,3.0,3.0,3,975,99.88532822668947,C,Low Volume
Special Garlic Polony Combo,417.34000000000003,6.0,0.0,3,976,99.88635372331974,C,Low Volume
Peppadew Piquante Whole Sweet Pepper - Mild 400g,417.32,9.0,3.6,8,977,99.88737917080559,C,Low Volume
Chakalaka Braaiwors 6 x 720g,417.29,2.0,8.64,1,978,99.8884045445748,C,Low Volume
RTE: Rice P/Kg,414.89,76.0,26.39,63,979,99.8894240210135,C,Low Volume
Qualifresh Worcester Sprinkle 50g,413.58,28.0,1.4000000000000001,26,980,99.89044027849263,C,Low Volume
Pepsi Light 6 X 2Lt,412.99,5.0,60.0,6,981,99.89145508621135,C,High Volume
Deboned Smoked Prime Rib Roast P/Kg,412.16,3.0,3.2800000000000002,3,982,99.8924678544366,C,Low Volume
Jimmys Peri Peri  375ml,408.6,10.0,3.8,10,983,99.89347187495494,C,Low Volume
Curry Brawn 500g,401.65000000000003,14.0,7.0,13,984,99.89445881778704,C,Low Volume
Eskort Mini Frikkadels 12 x 350g,397.52,1.0,4.2,1,985,99.89543561229621,C,Low Volume
Pig Pancreas P/kg,395.49,1.0,18.2,1,986,99.89640741864669,C,Low Volume
Nandos - PERI PERI MILD 250ML,391.23,9.0,2.25,8,987,99.8973687572355,C,Low Volume
Colman's Original Worcestershire Sauce 500ml,391.23,9.0,4.5,7,988,99.89833009582429,C,Low Volume
BC - Refresh 2L Pineapple 2L,390.95,30.0,60.0,23,989,99.89929074639123,C,High Volume
Non Stock - Pallets,390.6,81.0,0.0,2,990,99.90025053693078,C,Low Volume
Clover Milk Full Cream 6 x 1litre,389.97,3.0,3.0,3,991,99.9012087794211,C,Low Volume
Catercorp Juice Lemon 500ml,382.38,22.0,11.0,20,992,99.90214837160369,C,Low Volume
Renown Pork Banger 750g,373.82,10.0,7.5,6,993,99.90306692997413,C,Low Volume
All Gold Tomato Sauce 700ml,373.81,10.0,7.0,9,994,99.90398546377237,C,Low Volume
Sauce - Jimmy's Shisanyama 750ml,365.19,7.0,5.25,7,995,99.90488281632521,C,Low Volume
C&B Kasi Magic Jalapeno & Cheese Sauce 330g,365.15,12.0,3.96,11,996,99.90578007058922,C,Low Volume
Colman's Original Worcestershire Sauce 250ml,365.12,14.0,3.5,14,997,99.90667725113657,C,Low Volume
Nandos - P/P MEDIUM 125g,365.12,14.0,1.8,12,998,99.90757443168394,C,Low Volume
Koo Baked Beans in Tomato Sauce 400g,365.04,21.0,8.4,13,999,99.90847141565364,C,Low Volume
Tasty Treats Krit Spring Onion 150g,365.0,20.0,3.0,17,1000,99.90936830133448,C,Low Volume
Tasty Treats Saltee Lightly Salted  200g,364.99,21.0,4.2,20,1001,99.91026516244312,C,Low Volume
Switch Biogen G Force Zero Melon & Cherry SF 500ml,361.53000000000003,32.0,16.0,22,1002,99.91115352156696,C,Low Volume
Reboost Booster 300ml,359.40999999999997,71.0,21.3,26,1003,99.91203667138215,C,Low Volume
Sauce-a-licious BBQ 500ml,353.87,11.0,5.5,11,1004,99.91290620819278,C,Low Volume
Pickled Mini Hocks per kg,353.40999999999997,4.0,3.7,2,1005,99.91377461468173,C,Low Volume
Nandos - PERI PERI LEM&HERB 250ML,347.76,8.0,2.0,8,1006,99.91462913787178,C,Low Volume
Tasty Treats  Wholewheat Snactive 500g,347.71000000000004,10.0,5.0,8,1007,99.91548353820079,C,Low Volume
Mrs Balls Sweet Chilli Sauce 360g,344.27,12.0,4.32,6,1008,99.91632948568942,C,Low Volume
Tropika Juice Peach 500ml,344.16,18.0,9.0,17,1009,99.91717516288371,C,Low Volume
Nandos - P/P HOT 125g,339.03999999999996,13.0,1.6800000000000002,12,1010,99.91800825910627,C,Low Volume
Eskort Mini Frikkadels BBQ Sauce 450g,337.34000000000003,7.0,3.15,5,1011,99.91883717805307,C,Low Volume
Eskort Deli Cheese Griller 6 x 1kg,334.75,1.0,6.0,1,1012,99.91965973279736,C,Low Volume
Budget Hamper Combo,330.43,1.0,0.0,1,1013,99.92047167234672,C,Low Volume
Cold Meat Brawn Selection P/Kg,326.46000000000004,21.0,17.79,13,1014,99.92127385672856,C,Low Volume
De Vries Choc Chip Cookies 150g,325.95,15.0,2.25,14,1015,99.92207478792767,C,Low Volume
DVF Choc chip cookies original 150g,325.95,15.0,2.25,15,1016,99.92287571912678,C,Low Volume
All Gold Tomato Sauce Original 500ml,321.67,10.0,5.0,5,1017,99.92366613341981,C,Low Volume
Nandos - UMLILO HOT 90g,319.73,23.0,2.07,20,1018,99.92445178070403,C,Low Volume
Predator Spicy Ginger,316.39000000000004,28.0,14.0,27,1019,99.92522922086995,C,Low Volume
Koo Beetroot Grated 780g,312.93,9.0,7.0200000000000005,9,1020,99.92599815905106,C,Low Volume
Tinkies - Chocolate Potion 45g,312.78,36.0,1.73,28,1021,99.92676672864903,C,Low Volume
Soft Drink Coke Zero 1Lt,312.63,24.0,24.0,14,1022,99.92753492966384,C,Low Volume
Switch Energy Vita C Rooibos & Honey 500ml,305.08000000000004,27.0,13.5,25,1023,99.92828457865977,C,Low Volume
Eskort Deli Cheese Russian 800g,304.3,5.0,4.0,4,1024,99.92903231102326,C,Low Volume
Crown National Texan Steak Shaker 100g,304.22,14.0,1.4000000000000001,14,1025,99.9297798468091,C,Low Volume
Eskort Sliced French Polony 500g,303.34999999999997,14.0,7.0,13,1026,99.93052524481261,C,Low Volume
Rib Eye Steak With Paprika Onion P/Kg,301.28,5.0,3.15,4,1027,99.93126555636857,C,Low Volume
Meal Deal Combo 2 EXACT COMBO,295.63,2.0,0.0,1,1028,99.93199198462565,C,Low Volume
Sweet Chilli Pork Rashers p/kg,291.71999999999997,8.0,2.68,7,1029,99.93270880514844,C,Low Volume
Sauce-a-licious Honey & Mustard 500ml,291.25,10.0,5.0,9,1030,99.93342447077734,C,Low Volume
RTE: Braai Small Chips - R15,286.95,22.0,0.0,9,1031,99.93412957035575,C,Low Volume
American hot dog combo,286.92,3.0,0.0,3,1032,99.93483459621753,C,Low Volume
Nandos - P/P EXTRA EX HOT 125g,286.88,11.0,1.42,10,1033,99.93553952379047,C,Low Volume
Nandos - P/P EXTRA HOT 125g,286.88,11.0,1.4,8,1034,99.93624445136341,C,Low Volume
Krush Juice 100% 6 Fruits & Vit 1.5Lt,285.12,8.0,12.0,8,1035,99.9369450542273,C,Low Volume
Switch Energy Vita C Matcha Green Tea Lemon 500ml,282.48,25.0,12.5,23,1036,99.93763917002764,C,Low Volume
Crown National Biltong Safari Shaker 100g,279.85999999999996,14.0,1.4000000000000001,14,1037,99.93832684790885,C,Low Volume
Eskort Sliced Trotters 10Kg,278.25,1.0,10.0,1,1038,99.93901056966418,C,Low Volume
Clover Cheddar Pre packed 400g,278.24,4.0,1.6,4,1039,99.9396942668473,C,Low Volume
Spice Ground Black Pepper Refill Box 40g,278.17,8.0,0.0,7,1040,99.94037779202496,C,Low Volume
Frio Gold Russian 500g,278.17,8.0,4.0,8,1041,99.94106131720261,C,Low Volume
Sweet Savory Fillet Espetada p/kg,262.55,5.0,3.02,4,1042,99.94170646058755,C,Low Volume
Eskort Crumbed Pork Fingers 450g x 9,260.86,1.0,3.6,1,1043,99.94234745126893,C,Low Volume
RTE: Sunday Lunch Plate,260.85,3.0,0.0,3,1044,99.94298841737812,C,Low Volume
Mrs Ball's Sweet Chilli Sauce 840g,260.85,5.0,4.2,5,1045,99.94362938348729,C,Low Volume
Nandos - PERI PERI EXTRA EXTRA HOT 250ML,260.82,6.0,1.5,6,1046,99.94427027587984,C,Low Volume
Sprite 1.5L,260.76,12.0,18.0,10,1047,99.94491102083911,C,Low Volume
Tasty Treats Trisk Bacon Crackers 100g,260.7,15.0,1.5,15,1048,99.94555161836513,C,Low Volume
Switch - Pink Lemonade 500ml,259.88,23.0,11.5,21,1049,99.94619020096991,C,Low Volume
Garlic & Ginger Tub - 250g,258.16999999999996,11.0,0.0,6,1050,99.94682458172669,C,Low Volume
Sauce-a-licious Chinese Sweet&Sour 500ml,257.38,8.0,4.0,6,1051,99.94745702127885,C,Low Volume
Eskort Bacon & Chicken Soup 600g,252.15,8.0,4.8,7,1052,99.94807660956495,C,Low Volume
Krush Juice 100% Mango 1.5Lt,250.38,6.0,9.0,6,1053,99.94869184856981,C,Low Volume
Switch Energy Beetroot & Berries 500ml,248.59,22.0,11.0,21,1054,99.949302689149,C,Low Volume
Value Hamper Combo,243.47,1.0,0.0,1,1055,99.94990094875644,C,Low Volume
C&B Kasi Magic Hot & Spicy Sauce 330g,243.43,8.0,2.64,7,1056,99.95049911007503,C,Low Volume
De Vries Speculaas 200g,239.03,11.0,2.2,10,1057,99.95108645962104,C,Low Volume
Switch - Granadilla GooseB 500ml,237.29000000000002,21.0,10.5,20,1058,99.95166953360244,C,Low Volume
De Vries Canelle  250g,229.45999999999998,12.0,3.0,6,1059,99.95223336754306,C,Low Volume
Tasty Treats Saltine Plain 100g,229.44,22.0,2.2,19,1060,99.95279715233926,C,Low Volume
Clover Bliss Yoghurt 150g,229.42000000000002,22.0,3.3,17,1061,99.95336088799104,C,Low Volume
Eskort Monkey Gland Bacon Burger 500g,226.04,5.0,2.5,4,1062,99.95391631823568,C,Low Volume
Crown National Spare rib M/Club 375ml,220.8,7.0,2.65,6,1063,99.95445887264208,C,Low Volume
Tasty Treats Wheaton's Wholewheat Crackers 170g,219.89,11.0,1.87,11,1064,99.95499919097732,C,Low Volume
Sauce-a-licious BH Basting 500ml,219.12,7.0,3.5,5,1065,99.95553761725235,C,Low Volume
Tasty Treats Krit Bacon 150g,219.0,12.0,1.7999999999999998,12,1066,99.95607574866085,C,Low Volume
Eskort Kampvuur Braaiwors 6 x 720g,218.06,1.0,4.32,1,1067,99.95661157028158,C,Low Volume
Hickory Ham 2.5Kg,217.38,1.0,2.5,1,1068,99.957145720992,C,Low Volume
Spiced Shoulder Roast on the Bone P/Kg,212.73,1.0,1.88,1,1069,99.95766844562456,C,Low Volume
Sauce-a-licious Creamy Pepper 500ml,210.39,5.0,2.5,5,1070,99.9581854203599,C,Low Volume
RTE: Boneless Rib P/kg,209.32999999999998,2.0,1.85,2,1071,99.9586997904409,C,Low Volume
Nandos - P/P LEMON&HERB 125g,208.64,8.0,1.04,8,1072,99.9592124650394,C,Low Volume
Crown National Lemon & Herb M/Club 375ml,208.62,6.0,2.2800000000000002,6,1073,99.95972509049348,C,Low Volume
Rib Eye Steak With BBQ Rub P/Kg,207.06,4.0,2.17,4,1074,99.96023388268273,C,Low Volume
Clover Full Cream Milk 1 Lt,206.91,9.0,9.0,8,1075,99.96074230628882,C,Low Volume
RTE: Chicken Hearts P/Kg,201.73000000000002,15.0,2.63,11,1076,99.96123800148989,C,Low Volume
Sauce-a-licious Secret Basting 500ml,200.82999999999998,7.0,3.5,7,1077,99.96173148519205,C,Low Volume
Tasty Treats Bites Cheddar 150g,200.75,11.0,1.65,9,1078,99.96222477231652,C,Low Volume
Tastic Parboiled Rice 10kg,199.99,1.0,10.0,1,1079,99.96271619195298,C,Low Volume
Clover Bliss Choc Chip Yoghurt 150g,198.16,19.0,2.8499999999999996,18,1080,99.96320311487494,C,Low Volume
Legacy Bafana Doy Pack 200g,192.06,17.0,3.4000000000000004,12,1081,99.96367504874854,C,Low Volume
Deli Diced Bacon 1Kg,191.28,2.0,2.0,2,1082,99.96414506598973,C,Low Volume
Dry Wors (J) P/Kg,190.99,7.0,0.5800000000000001,7,1083,99.96461437063682,C,Low Volume
Eskort Kapana Polony 24 x 250g,190.08,1.0,6.0,1,1084,99.96508143921274,C,Low Volume
Eskort Honey Glazed Pork Rasher VSP p/kg,182.85,4.0,1.4,3,1085,99.96553074208055,C,Low Volume
Mrs Ball's Original Chutney 860g,182.57999999999998,3.0,2.58,3,1086,99.96597938149864,C,Low Volume
Combo Deal 14,182.57999999999998,3.0,0.0,3,1087,99.96642802091674,C,Low Volume
Eskort Cranberry Glitter Glaze 200g,182.56,7.0,1.4000000000000001,6,1088,99.96687661119043,C,Low Volume
Eskort Sliced Chicken Polony 500g,179.91,9.0,4.5,7,1089,99.96731868982835,C,Low Volume
Tasty Treats Wheaton's Multigrain Crackers 170g,179.91,9.0,1.53,9,1090,99.96776076846626,C,Low Volume
Eskort Family Braai Box P/Kg UP,177.9,1.0,1.86,1,1091,99.96819790808988,C,Low Volume
