date,forecast_sales
2027-03-13,37406.06611204775
2027-03-14,36208.76317945922
2027-03-15,56277.03825376649
2027-03-16,60847.94057317921
2027-03-17,59997.78096116519
2027-03-18,57849.89372647229
2027-03-19,56915.9489127995
2027-03-20,37290.0000288411
2027-03-21,35562.22708357608
2027-03-22,57548.70324340383
2027-03-23,61771.16702923019
2027-03-24,59917.178748310565
2027-03-25,57217.47456942256
2027-03-26,56422.93749364995
2027-03-27,36962.69628001246
2027-03-28,34990.67652291062
2027-03-29,56250.10300643965
2027-03-30,60055.5720476683
2027-03-31,89303.02552944263
2027-04-01,48654.18588429472
2027-04-02,75853.8226972551
2027-04-03,49865.84578489929
2027-04-04,46717.91142619282
2027-04-05,74286.65915437473
2027-04-06,78718.19507709293
2027-04-07,84052.92712031605
2027-04-08,67505.1215004291
2027-04-09,74601.41994943068
2027-04-10,48794.281356026164
2027-04-11,45205.40915395755
2027-04-12,70699.12737588352
2027-04-13,75432.75068239892
2027-04-14,73433.01233232807
2027-04-15,69493.88614427834
2027-04-16,68245.27209916722
2027-04-17,45560.08802268231
2027-04-18,43054.77828191433
2027-04-19,68740.68798296577
2027-04-20,74943.67801045274
2027-04-21,72746.58586533602
2027-04-22,70143.41844255358
2027-04-23,68702.93177019643
2027-04-24,45812.76370523202
2027-04-25,43924.56571753102
2027-04-26,71244.34530018122
2027-04-27,77342.5116453477
2027-04-28,74221.55538236743
2027-04-29,70615.87421805861
2027-04-30,108392.32465155034
2027-05-01,32521.58106199479
2027-05-02,48254.93573476693
2027-05-03,82192.97701559495
2027-05-04,87969.13842570235
2027-05-05,80270.06068706061
2027-05-06,74304.24628061772
2027-05-07,82174.9398029508
2027-05-08,43480.2734191931
2027-05-09,48319.66517188161
2027-05-10,79391.52341684196
2027-05-11,84897.5623618433
2027-05-12,79002.53590045747
2027-05-13,73339.75536500117
2027-05-14,73413.07695236546
2027-05-15,48069.270842285376
2027-05-16,46673.22638400831
2027-05-17,75045.36119584485
2027-05-18,81600.40942515942
2027-05-19,78382.93231816693
2027-05-20,73509.26697265472
2027-05-21,72046.94918852119
2027-05-22,47934.07038228638
2027-05-23,45252.56785956807
2027-05-24,72372.3457908316
2027-05-25,78860.03140638897
2027-05-26,76232.85808616014
2027-05-27,71571.84157152832
2027-05-28,69707.55482538516
2027-05-29,45875.05087257229
2027-05-30,42887.58429580645
2027-05-31,104521.91131371353
2027-06-01,53257.64907763182
2027-06-02,82537.40592124789
2027-06-03,81091.98746970369
2027-06-04,77604.93933222478
2027-06-05,48559.648627091396
2027-06-06,45707.42703957458
2027-06-07,82952.55019399131
2027-06-08,73899.39556299319
2027-06-09,80254.1657961766
2027-06-10,76645.38492989482
2027-06-11,73633.46376387354
2027-06-12,46737.28160124653
2027-06-13,43718.321249799425
2027-06-14,71284.04839681406
2027-06-15,77204.14546907204
2027-06-16,72950.34290860017
2027-06-17,69007.8653751055
2027-06-18,67693.9832029156
2027-06-19,44203.89008652283
2027-06-20,41362.89564651544
2027-06-21,65856.94726903498
2027-06-22,72570.29706677036
2027-06-23,69029.2775275771
2027-06-24,65120.26958250107
2027-06-25,63931.11015676212
2027-06-26,41971.59175428063
2027-06-27,39322.969081729374
2027-06-28,62346.20902883386
2027-06-29,67974.03296534062
2027-06-30,102064.64917215511
2027-07-01,53323.93210774202
2027-07-02,85082.86450646272
2027-07-03,56377.107362393275
2027-07-04,52555.29079872252
2027-07-05,82607.25177349766
2027-07-06,87953.07672257643
2027-07-07,94316.53613331253
2027-07-08,74013.09608235017
2027-07-09,82626.04184935715
2027-07-10,54030.63534035554
2027-07-11,49604.850903204555
2027-07-12,76472.72472568159
2027-07-13,81336.00824467457
2027-07-14,79318.09132201529
2027-07-15,74555.10371130142
2027-07-16,72745.41521635243
2027-07-17,48456.153722541574
2027-07-18,45389.257502910914
2027-07-19,71682.16572233244
2027-07-20,78145.60386762596
2027-07-21,76224.45608434502
2027-07-22,73595.57811372295
2027-07-23,71718.54940925144
2027-07-24,47758.63885786119
2027-07-25,45587.214494249056
2027-07-26,73555.53292781285
2027-07-27,79883.01466924691
2027-07-28,76881.87467678488
2027-07-29,73190.69775845339
2027-07-30,71411.74536579024
2027-07-31,72201.71731875399
